"business_id","name","address","city","state","postal_code","business_lat","business_long","overall_business_stars","overall_review_count","business_open","categories","hours","isromantic","isintimate","istouristy","ishipster","isdivey","isclassy","istrendy","isupscale","iscasual","parking_garage","parking_street","parking_validated","parking_lot","parking_valet","alcohol","outdoorseating","restaurantstableservice","bikeparking","happyhour","byob","businessacceptscreditcards","restaurantscounterservice","hastv","restaurantspricerange2","restaurantsreservations","restaurantsdelivery","wifi","restaurantstakeout","n_photo","year","attribute_count","check_in_count","review_count","average_stars"
"03jQGGJ2ch0uHTtW-UUUqg","Famous 4th Street Delicatessen","700 S 4th St","Philadelphia","PA","19147","39.9404915","-75.1496827","4.0",620,1,"Bakeries, Breakfast & Brunch, Delis, Restaurants, Food, Sandwiches, Desserts","{""Friday"": ""9:0-20:0"", ""Monday"": ""9:0-20:0"", ""Sunday"": ""9:0-20:0"", ""Tuesday"": ""9:0-20:0"", ""Saturday"": ""9:0-20:0"", ""Thursday"": ""9:0-20:0"", ""Wednesday"": ""9:0-20:0""}",False,False,False,False,False,False,False,False,True,False,True,False,False,False,"none'","False","True","True",NULL,NULL,"True",NULL,"True","2","False","True","no'","True","27","2018",14,"83","70","4.2714"
"03jQGGJ2ch0uHTtW-UUUqg","Famous 4th Street Delicatessen","700 S 4th St","Philadelphia","PA","19147","39.9404915","-75.1496827","4.0",620,1,"Bakeries, Breakfast & Brunch, Delis, Restaurants, Food, Sandwiches, Desserts","{""Friday"": ""9:0-20:0"", ""Monday"": ""9:0-20:0"", ""Sunday"": ""9:0-20:0"", ""Tuesday"": ""9:0-20:0"", ""Saturday"": ""9:0-20:0"", ""Thursday"": ""9:0-20:0"", ""Wednesday"": ""9:0-20:0""}",False,False,False,False,False,False,False,False,True,False,True,False,False,False,"none'","False","True","True",NULL,NULL,"True",NULL,"True","2","False","True","no'","True","27","2019",14,"89","63","3.9048"
"04o5yH6y_49RkLuEaiW5mg","Debreaux's","2135 N 63rd St","Philadelphia","PA","19151","39.9892351","-75.2497887","3.0",50,1,"Restaurants, Seafood, Soul Food",NULL,False,False,False,False,False,False,False,False,False,False,True,False,True,False,"none'","False",NULL,"True",NULL,NULL,"True",NULL,"False","2","False","False","no'","True","1","2018",8,"2","10","2.9000"
"04o5yH6y_49RkLuEaiW5mg","Debreaux's","2135 N 63rd St","Philadelphia","PA","19151","39.9892351","-75.2497887","3.0",50,1,"Restaurants, Seafood, Soul Food",NULL,False,False,False,False,False,False,False,False,False,False,True,False,True,False,"none'","False",NULL,"True",NULL,NULL,"True",NULL,"False","2","False","False","no'","True","1","2019",8,"3","11","2.3636"
"04UD14gamNjLY0IDYVhHJg","Dmitri's","795 S 3rd St","Philadelphia","PA","19147","39.9380132","-75.1481307","4.0",273,0,"Mediterranean, Restaurants, Seafood, Greek","{""Friday"": ""17:30-22:0"", ""Sunday"": ""17:0-21:0"", ""Saturday"": ""17:30-22:0"", ""Thursday"": ""17:30-21:0"", ""Wednesday"": ""17:30-21:0""}",NULL,NULL,False,False,False,False,False,False,True,False,True,False,False,False,"'none'","False",NULL,"True","False",NULL,"False",NULL,"False","2","False","False","no'","True","9","2018",5,"19","27","3.5185"
"04UD14gamNjLY0IDYVhHJg","Dmitri's","795 S 3rd St","Philadelphia","PA","19147","39.9380132","-75.1481307","4.0",273,0,"Mediterranean, Restaurants, Seafood, Greek","{""Friday"": ""17:30-22:0"", ""Sunday"": ""17:0-21:0"", ""Saturday"": ""17:30-22:0"", ""Thursday"": ""17:30-21:0"", ""Wednesday"": ""17:30-21:0""}",NULL,NULL,False,False,False,False,False,False,True,False,True,False,False,False,"'none'","False",NULL,"True","False",NULL,"False",NULL,"False","2","False","False","no'","True","9","2019",5,"10","14","3.7857"
"04vmwMgr5bmT8tGokHrLEg","The Wander Inn","2500 S 3rd St","Philadelphia","PA","19148","39.9169865","-75.1528165","4.5",22,0,"Restaurants, Bars, Gastropubs, Cocktail Bars, Pubs, Nightlife","{""Friday"": ""16:0-2:0"", ""Monday"": ""16:0-2:0"", ""Sunday"": ""11:0-2:0"", ""Tuesday"": ""16:0-2:0"", ""Saturday"": ""11:0-2:0"", ""Thursday"": ""16:0-2:0"", ""Wednesday"": ""16:0-2:0""}",False,False,False,False,False,False,False,False,False,False,True,False,False,False,"full_bar'","True","True","True","True",NULL,"True",NULL,"True",NULL,"False","False","free'","True","0","2018",8,"3","12","4.8333"
"04vmwMgr5bmT8tGokHrLEg","The Wander Inn","2500 S 3rd St","Philadelphia","PA","19148","39.9169865","-75.1528165","4.5",22,0,"Restaurants, Bars, Gastropubs, Cocktail Bars, Pubs, Nightlife","{""Friday"": ""16:0-2:0"", ""Monday"": ""16:0-2:0"", ""Sunday"": ""11:0-2:0"", ""Tuesday"": ""16:0-2:0"", ""Saturday"": ""11:0-2:0"", ""Thursday"": ""16:0-2:0"", ""Wednesday"": ""16:0-2:0""}",False,False,False,False,False,False,False,False,False,False,True,False,False,False,"full_bar'","True","True","True","True",NULL,"True",NULL,"True",NULL,"False","False","free'","True","0","2019",8,"1","12","4.5000"
"_05DcCQmCP5aGnfCnI4r9Q","Capital One Café","135 S 17th St, Ste A","Philadelphia","PA","19103","39.9500535","-75.1689142564","4.0",178,1,"Food, Coffee & Tea, Financial Advising, Banks & Credit Unions, Internet Cafes, Financial Services, Restaurants, Cafes","{""Friday"": ""7:0-19:0"", ""Monday"": ""7:0-19:0"", ""Sunday"": ""9:0-17:0"", ""Tuesday"": ""7:0-19:0"", ""Saturday"": ""8:0-19:0"", ""Thursday"": ""7:0-19:0"", ""Wednesday"": ""7:0-19:0""}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,True,False,False,False,"'none'","False",NULL,"True",NULL,NULL,"True",NULL,"True","1","False","False","'free'","True","7","2018",5,"87","27","4.0370"
"_05DcCQmCP5aGnfCnI4r9Q","Capital One Café","135 S 17th St, Ste A","Philadelphia","PA","19103","39.9500535","-75.1689142564","4.0",178,1,"Food, Coffee & Tea, Financial Advising, Banks & Credit Unions, Internet Cafes, Financial Services, Restaurants, Cafes","{""Friday"": ""7:0-19:0"", ""Monday"": ""7:0-19:0"", ""Sunday"": ""9:0-17:0"", ""Tuesday"": ""7:0-19:0"", ""Saturday"": ""8:0-19:0"", ""Thursday"": ""7:0-19:0"", ""Wednesday"": ""7:0-19:0""}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,True,False,False,False,"'none'","False",NULL,"True",NULL,NULL,"True",NULL,"True","1","False","False","'free'","True","7","2019",5,"74","20","4.2500"
"05ev984NYfimRN0UiFrxaA","Osteria","640 N Broad St","Philadelphia","PA","19130","39.965015","-75.161076","4.0",877,1,"Nightlife, Restaurants, Italian, Bars, Wine Bars","{""Friday"": ""16:0-23:0"", ""Monday"": ""16:0-22:0"", ""Sunday"": ""15:0-21:0"", ""Tuesday"": ""16:0-22:0"", ""Saturday"": ""16:0-23:0"", ""Thursday"": ""16:0-22:0"", ""Wednesday"": ""16:0-22:0""}",False,False,False,False,False,True,False,False,False,False,True,False,False,False,"'full_bar'","True","True","True","True",NULL,"True",NULL,"False","3","True","True","free'","True","61","2018",17,"67","61","4.1967"
"05ev984NYfimRN0UiFrxaA","Osteria","640 N Broad St","Philadelphia","PA","19130","39.965015","-75.161076","4.0",877,1,"Nightlife, Restaurants, Italian, Bars, Wine Bars","{""Friday"": ""16:0-23:0"", ""Monday"": ""16:0-22:0"", ""Sunday"": ""15:0-21:0"", ""Tuesday"": ""16:0-22:0"", ""Saturday"": ""16:0-23:0"", ""Thursday"": ""16:0-22:0"", ""Wednesday"": ""16:0-22:0""}",False,False,False,False,False,True,False,False,False,False,True,False,False,False,"'full_bar'","True","True","True","True",NULL,"True",NULL,"False","3","True","True","free'","True","61","2019",17,"88","103","4.0583"
"0-7N3z_cb3Z1xMGDrbez6w","Le Virtu","1927 E Passyunk Ave","Philadelphia","PA","19148","39.926032","-75.1678","4.0",389,1,"Italian, Restaurants","{""Friday"": ""17:0-22:30"", ""Monday"": ""17:0-22:0"", ""Sunday"": ""16:0-21:0"", ""Tuesday"": ""17:0-22:0"", ""Saturday"": ""16:0-22:30"", ""Thursday"": ""17:0-22:0"", ""Wednesday"": ""17:0-22:0""}",False,False,False,False,False,True,False,False,False,False,True,False,True,False,"'full_bar'","True","True","True","True",NULL,"True",NULL,"True","3","True","True","no'","False","12","2018",13,"32","35","3.9714"
"0-7N3z_cb3Z1xMGDrbez6w","Le Virtu","1927 E Passyunk Ave","Philadelphia","PA","19148","39.926032","-75.1678","4.0",389,1,"Italian, Restaurants","{""Friday"": ""17:0-22:30"", ""Monday"": ""17:0-22:0"", ""Sunday"": ""16:0-21:0"", ""Tuesday"": ""17:0-22:0"", ""Saturday"": ""16:0-22:30"", ""Thursday"": ""17:0-22:0"", ""Wednesday"": ""17:0-22:0""}",False,False,False,False,False,True,False,False,False,False,True,False,True,False,"'full_bar'","True","True","True","True",NULL,"True",NULL,"True","3","True","True","no'","False","12","2019",13,"26","33","4.0000"
"0a8t_Th0jtWUMmtq0q2dqA","DK Sushi","3401 Walnut St","Philadelphia","PA","19104","39.9531984523","-75.1928739332","3.5",30,1,"Sushi Bars, Japanese, Restaurants","{""Friday"": ""11:0-19:0"", ""Monday"": ""11:0-19:0"", ""Tuesday"": ""11:0-19:0"", ""Thursday"": ""11:0-19:0"", ""Wednesday"": ""11:0-19:0""}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,"'none'","None",NULL,NULL,NULL,NULL,"True",NULL,"True",NULL,"False","False",NULL,"True","2","2018",4,"23","12","3.4167"
"0a8t_Th0jtWUMmtq0q2dqA","DK Sushi","3401 Walnut St","Philadelphia","PA","19104","39.9531984523","-75.1928739332","3.5",30,1,"Sushi Bars, Japanese, Restaurants","{""Friday"": ""11:0-19:0"", ""Monday"": ""11:0-19:0"", ""Tuesday"": ""11:0-19:0"", ""Thursday"": ""11:0-19:0"", ""Wednesday"": ""11:0-19:0""}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,"'none'","None",NULL,NULL,NULL,NULL,"True",NULL,"True",NULL,"False","False",NULL,"True","2","2019",4,"14","15","3.6000"
"0ak-7uV9Nb7nF_l-mMCysA","Oishii Poké","938 Arch St","Philadelphia","PA","19107","39.9532717","-75.1562016","4.0",228,1,"Restaurants, Mexican, Food, Hawaiian, Poke, Japanese","{""Friday"": ""11:0-21:0"", ""Monday"": ""11:0-21:0"", ""Sunday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Saturday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0""}",False,False,False,False,False,False,False,False,True,True,True,False,False,False,"'none'","False","False","True",NULL,NULL,"True",NULL,"False","1","False","True","'free'","True","9","2018",12,"50","33","4.4545"
"0ak-7uV9Nb7nF_l-mMCysA","Oishii Poké","938 Arch St","Philadelphia","PA","19107","39.9532717","-75.1562016","4.0",228,1,"Restaurants, Mexican, Food, Hawaiian, Poke, Japanese","{""Friday"": ""11:0-21:0"", ""Monday"": ""11:0-21:0"", ""Sunday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Saturday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0""}",False,False,False,False,False,False,False,False,True,True,True,False,False,False,"'none'","False","False","True",NULL,NULL,"True",NULL,"False","1","False","True","'free'","True","9","2019",12,"18","25","4.0400"
"0bvtIbpsqBJZpRKSPwIfNw","Panorama","14 N Front St","Philadelphia","PA","19106","39.950201","-75.142285","4.0",324,1,"Hotels & Travel, Bars, Food, Wine Bars, Beer, Wine & Spirits, Event Planning & Services, Nightlife, Hotels, Gluten-Free, Restaurants, Italian","{""Friday"": ""17:0-22:0"", ""Sunday"": ""17:0-19:30"", ""Saturday"": ""15:0-22:0"", ""Thursday"": ""17:0-21:0"", ""Wednesday"": ""17:0-21:0""}",False,True,False,False,False,True,False,False,False,False,True,False,True,False,"'full_bar'","True","True","False","True",NULL,"True",NULL,"True","3","True","True","free'","True","12","2018",19,"25","36","4.0833"
"0bvtIbpsqBJZpRKSPwIfNw","Panorama","14 N Front St","Philadelphia","PA","19106","39.950201","-75.142285","4.0",324,1,"Hotels & Travel, Bars, Food, Wine Bars, Beer, Wine & Spirits, Event Planning & Services, Nightlife, Hotels, Gluten-Free, Restaurants, Italian","{""Friday"": ""17:0-22:0"", ""Sunday"": ""17:0-19:30"", ""Saturday"": ""15:0-22:0"", ""Thursday"": ""17:0-21:0"", ""Wednesday"": ""17:0-21:0""}",False,True,False,False,False,True,False,False,False,False,True,False,True,False,"'full_bar'","True","True","False","True",NULL,"True",NULL,"True","3","True","True","free'","True","12","2019",19,"37","39","3.9744"
"0CEUpFtaKhxbmrbSdP9MUQ","Acadia","824 S 8th St","Philadelphia","PA","19147","39.9389483","-75.1564078","4.0",79,0,"Restaurants, Cajun/Creole, Southern, Nightlife, Cocktail Bars, Breakfast & Brunch, Seafood, Bars","{""Friday"": ""17:0-2:0"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""10:0-23:0"", ""Tuesday"": ""17:0-23:0"", ""Saturday"": ""17:0-2:0"", ""Thursday"": ""17:0-0:0"", ""Wednesday"": ""17:0-23:0""}",False,False,False,False,False,False,False,False,False,False,True,False,False,False,"full_bar'","True","True","True","True",NULL,"True",NULL,"True","2","True","None","free'","True","2","2018",13,"25","44","4.1136"
"0CEUpFtaKhxbmrbSdP9MUQ","Acadia","824 S 8th St","Philadelphia","PA","19147","39.9389483","-75.1564078","4.0",79,0,"Restaurants, Cajun/Creole, Southern, Nightlife, Cocktail Bars, Breakfast & Brunch, Seafood, Bars","{""Friday"": ""17:0-2:0"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""10:0-23:0"", ""Tuesday"": ""17:0-23:0"", ""Saturday"": ""17:0-2:0"", ""Thursday"": ""17:0-0:0"", ""Wednesday"": ""17:0-23:0""}",False,False,False,False,False,False,False,False,False,False,True,False,False,False,"full_bar'","True","True","True","True",NULL,"True",NULL,"True","2","True","None","free'","True","2","2019",13,"27","26","3.6154"
"0De2juaQqHNUYs-vNEj9RA","CYM Island Kitchen","4658 G St","Philadelphia","PA","19120","40.0196839","-75.1107755","3.5",15,1,"Spanish, Caribbean, Restaurants, Latin American","{""Friday"": ""12:0-18:0"", ""Monday"": ""0:0-0:0"", ""Tuesday"": ""12:0-18:0"", ""Thursday"": ""12:0-18:0"", ""Wednesday"": ""12:0-18:0""}",False,False,False,False,False,False,False,False,False,False,True,False,False,False,"none'","True","False","True","False","False","True",NULL,"False","1","False","True","no'","True","1","2018",9,"3","3","3.0000"
"0De2juaQqHNUYs-vNEj9RA","CYM Island Kitchen","4658 G St","Philadelphia","PA","19120","40.0196839","-75.1107755","3.5",15,1,"Spanish, Caribbean, Restaurants, Latin American","{""Friday"": ""12:0-18:0"", ""Monday"": ""0:0-0:0"", ""Tuesday"": ""12:0-18:0"", ""Thursday"": ""12:0-18:0"", ""Wednesday"": ""12:0-18:0""}",False,False,False,False,False,False,False,False,False,False,True,False,False,False,"none'","True","False","True","False","False","True",NULL,"False","1","False","True","no'","True","1","2019",9,"1","3","3.0000"
"-0eUa8TsXFFy0FCxHYmrjg","Waterfront Gourmet Cafe & Deli","3131 Walnut St","Philadelphia","PA","19104","39.9524461","-75.1873206","4.0",26,0,"Caterers, Sandwiches, Delis, Restaurants, Cafes, Event Planning & Services","{""Friday"": ""7:0-20:0"", ""Monday"": ""7:0-20:0"", ""Sunday"": ""7:0-20:0"", ""Tuesday"": ""7:0-20:0"", ""Saturday"": ""7:0-20:0"", ""Thursday"": ""7:0-20:0"", ""Wednesday"": ""7:0-20:0""}",False,False,False,False,False,False,False,False,False,False,True,False,False,False,"none'","False","False","True",NULL,NULL,"True",NULL,"False","1","False","True","free'","True","1","2018",12,"6","3","4.0000"
"-0eUa8TsXFFy0FCxHYmrjg","Waterfront Gourmet Cafe & Deli","3131 Walnut St","Philadelphia","PA","19104","39.9524461","-75.1873206","4.0",26,0,"Caterers, Sandwiches, Delis, Restaurants, Cafes, Event Planning & Services","{""Friday"": ""7:0-20:0"", ""Monday"": ""7:0-20:0"", ""Sunday"": ""7:0-20:0"", ""Tuesday"": ""7:0-20:0"", ""Saturday"": ""7:0-20:0"", ""Thursday"": ""7:0-20:0"", ""Wednesday"": ""7:0-20:0""}",False,False,False,False,False,False,False,False,False,False,True,False,False,False,"none'","False","False","True",NULL,NULL,"True",NULL,"False","1","False","True","free'","True","1","2019",12,"5","9","4.1111"
"0f4snVRBbsomhoGkFD7GUA","City Pizza","100 Snyder Ave","Philadelphia","PA","19148","39.9214837","-75.1485312","3.0",87,1,"Restaurants, Pizza",NULL,False,False,False,False,NULL,False,False,False,True,False,True,False,False,False,"'none'","False",NULL,"True",NULL,NULL,"True",NULL,"True","1","False","True","'no'","True","0","2018",12,"3","13","2.7692"
"0f4snVRBbsomhoGkFD7GUA","City Pizza","100 Snyder Ave","Philadelphia","PA","19148","39.9214837","-75.1485312","3.0",87,1,"Restaurants, Pizza",NULL,False,False,False,False,NULL,False,False,False,True,False,True,False,False,False,"'none'","False",NULL,"True",NULL,NULL,"True",NULL,"True","1","False","True","'no'","True","0","2019",12,"2","5","2.0000"
"0h4Oo6W8mG4HEYQzZRkoOA","BAMBU","5520 Whitaker Ave","Philadelphia","PA","19124","40.0348900461","-75.1003371425","3.5",57,1,"Bubble Tea, Desserts, Food, Juice Bars & Smoothies, Coffee & Tea, Vietnamese, Restaurants",NULL,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"'none'","False","False","False",NULL,NULL,"True",NULL,"True","1","False","True","'free'","True","1","2018",8,"19","12","2.8333"
"0h4Oo6W8mG4HEYQzZRkoOA","BAMBU","5520 Whitaker Ave","Philadelphia","PA","19124","40.0348900461","-75.1003371425","3.5",57,1,"Bubble Tea, Desserts, Food, Juice Bars & Smoothies, Coffee & Tea, Vietnamese, Restaurants",NULL,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"'none'","False","False","False",NULL,NULL,"True",NULL,"True","1","False","True","'free'","True","1","2019",8,"20","6","1.5000"
"0hPp_rLhzOVZ0YRbojvSeQ","Montesini Pizza","6420 Frankford Ave","Philadelphia","PA","19135","40.0295108576","-75.0583856691","4.0",55,1,"Restaurants, Italian, Pizza","{""Friday"": ""11:0-23:30"", ""Monday"": ""11:0-22:30"", ""Sunday"": ""11:0-22:30"", ""Tuesday"": ""11:0-22:30"", ""Saturday"": ""11:0-23:0"", ""Thursday"": ""11:0-22:30"", ""Wednesday"": ""11:0-22:30""}",False,False,False,False,False,False,False,False,True,NULL,NULL,NULL,True,False,"beer_and_wine'","False",NULL,"False",NULL,NULL,"True",NULL,"True","1","False","True",NULL,"True","0","2018",8,"8","5","4.4000"
"0hPp_rLhzOVZ0YRbojvSeQ","Montesini Pizza","6420 Frankford Ave","Philadelphia","PA","19135","40.0295108576","-75.0583856691","4.0",55,1,"Restaurants, Italian, Pizza","{""Friday"": ""11:0-23:30"", ""Monday"": ""11:0-22:30"", ""Sunday"": ""11:0-22:30"", ""Tuesday"": ""11:0-22:30"", ""Saturday"": ""11:0-23:0"", ""Thursday"": ""11:0-22:30"", ""Wednesday"": ""11:0-22:30""}",False,False,False,False,False,False,False,False,True,NULL,NULL,NULL,True,False,"beer_and_wine'","False",NULL,"False",NULL,NULL,"True",NULL,"True","1","False","True",NULL,"True","0","2019",8,"4","6","3.3333"
"0IEn6AxLNFfdfuwd2bQlbQ","Golden Empress Garden","618 South St","Philadelphia","PA","19147","39.941938","-75.152868","3.5",181,1,"Chinese, Restaurants, Vegetarian, Vegan","{""Friday"": ""11:0-0:0"", ""Monday"": ""11:0-23:0"", ""Sunday"": ""11:30-22:30"", ""Tuesday"": ""11:0-23:0"", ""Saturday"": ""11:0-0:0"", ""Thursday"": ""11:0-23:0"", ""Wednesday"": ""11:0-23:0""}",False,False,False,False,False,False,False,False,True,False,True,False,False,False,"none'","False",NULL,"True",NULL,NULL,"True",NULL,"False","1","True","True","no'","True","2","2018",11,"3","9","3.0000"
